Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1171-E-61st-St-60637/unit-3/home/12677480
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/20-N-State-St-60602/unit-1007/home/12680344
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1225-N-Orleans-St-60610/unit-601/home/12681321
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/2035-W-Crystal-St-60622/unit-2/home/12681962
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/3532-N-Fremont-St-60657/unit-3/home/12683815
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/4749-N-Magnolia-Ave-60640/unit-2/home/12686055
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/3754-N-Lawndale-Ave-60618/unit-1S/home/12554537
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/916-W-Wrightwood-Ave-60614/unit-1/home/12590015
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/7072-N-Wolcott-Ave-60626/unit-3/home/12605341
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/24-S-Aberdeen-St-60607/unit-7/home/12646000
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1000-W-Leland-Ave-60640/unit-10A/home/12652621
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/4105-N-Lawndale-Ave-60618/unit-201/home/12653190
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1515-S-Prairie-Ave-60605/unit-609/home/12667554
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/55-E-Erie-St-60611/unit-2802/home/12680321
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/635-N-Dearborn-St-60654/unit-2704/home/12681599
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/600-N-Dearborn-St-60654/unit-706/home/12695758
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1368-N-Mohawk-St-60610/unit-3N/home/12571660
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1117-W-Monroe-St-60607/unit-8/home/12595606
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-3304/home/12616052
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/222-E-Pearson-St-60611/unit-909/home/12617423
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/5339-S-Harper-Ave-60615/unit-3/home/12637892
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/815-N-Marshfield-Ave-60622/unit-303/home/12650103
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/953-W-Montana-St-60614/unit-2/home/12651576
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1942-N-Francisco-Ave-60647/unit-1S/home/12686083
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/3127-N-Western-Ave-60618/unit-3/home/12590009
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-3002/home/12616057
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/725-N-Aberdeen-St-60642/unit-304/home/12616774
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1836-W-Belmont-Ave-60657/unit-2/home/12621802
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1351-W-Wilson-Ave-60640/unit-3/home/12640934
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/4700-N-Western-Ave-60625/unit-3A/home/12653251
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/7257-N-Hamilton-Ave-60645/unit-3S/home/12657432
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Lake-Forest/1161-Gavin-Ct-60045/home/17631189
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Lake-Forest/1161-Gavin-Ct-60045/home/17631189
https://www.redfin.com/IL/Chicago/460-W-Deming-Pl-60614/unit-1E/home/23026070
https://www.redfin.com/NY/Campbell/5541-County-Route-125-14821/home/138189098
https://www.redfin.com/IL/Lake-Forest/1161-Gavin-Ct-60045/home/17631189
https://www.redfin.com/IL/Chicago/1830-W-18th-St-60608/home/14086371
