Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1737-N-Paulina-St-60622/unit-204/home/12555361
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/21-E-Huron-St-60611/unit-4204/home/12564564
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1753-N-Troy-St-60647/home/12567380
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1000-W-Leland-Ave-60640/unit-6F/home/12571464
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/924-N-Wolcott-Ave-60622/unit-G/home/12575144
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/5329-S-Harper-Ave-60615/unit-3/home/12588339
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/4717-N-Clark-St-60640/unit-2N/home/12590383
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/4913-N-Kenmore-Ave-60640/unit-3N/home/12590401
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/725-N-Aberdeen-St-60642/unit-508/home/12593272
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/655-W-Irving-Park-Rd-60613/unit-2307/home/12593343
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/400-N-La-Salle-Dr-60654/unit-3610/home/12596522
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1849-W-Lunt-Ave-60626/unit-G/home/12597558
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/655-W-Irving-Park-Rd-60613/unit-5306/home/12604285
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/2140-N-Lincoln-Ave-60614/unit-5107/home/12605159
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/5960-N-Odell-Ave-60631/unit-2C/home/12614206
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/222-N-Columbus-Dr-60601/unit-3602/home/12616050
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1715-W-Ohio-St-60622/unit-2N/home/12616789
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1415-W-Lunt-Ave-60626/unit-303/home/12618004
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/5536-W-Higgins-Ave-60630/unit-1W/home/12622252
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/550-W-Wellington-Ave-60657/unit-8E/home/12624878
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/333-N-Canal-St-60606/unit-2802/home/12627164
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/125-E-13th-St-60605/unit-702/home/12630953
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1822-W-Huron-St-60622/unit-3R/home/12631706
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1000-N-Wolcott-Ave-60622/unit-3/home/12649835
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1637-W-Olive-Ave-60660/unit-1/home/12652548
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1717-S-Prairie-Ave-60616/unit-1302/home/12658319
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1930-W-Belmont-Ave-60657/unit-2/home/12659485
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/6312-N-Richmond-St-60659/unit-2A/home/12661507
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1422-N-La-Salle-Dr-60610/unit-402/home/12663169
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/2205-W-Highland-Ave-60659/unit-4N/home/12663831
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/635-N-Dearborn-St-60654/unit-706/home/12664515
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/4716-W-Addison-St-60641/unit-3W/home/12664647
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1502-W-Augusta-Blvd-60642/unit-1W/home/12673225
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1215-N-Greenview-Ave-60642/unit-2W/home/12673601
Price not found,Beds/Baths not found,https://www.redfin.com/IL/Chicago/1000-E-53rd-St-60615/unit-519/home/12676086
